,LATITUD,LONGITUD
66,19.5684499,-100.4650189
67,19.6974908703032,-101.158291299059
68,19.697472585118,-101.158262815026
69,19.6974861826997,-101.158283254861
70,19.697486182005,-101.158283763032
71,19.697477245091,-101.158313206993
72,19.6974435687365,-101.158246758461
73,19.6974973069316,-101.158295265776
74,19.69750976,-101.15831756
75,19.6974518992931,-101.158243900407
76,19.69747083299,-101.158282753563
77,19.7076656,-101.1525232
78,19.9806487813049,-102.280189685218
79,19.7062528,-101.1684934
80,19.706258,-101.171701
81,19.7002008,-101.1684934
82,19.7266816,-101.0940175
83,19.696061,-101.162366
84,19.696007,-101.162308
85,20.6008660488745,-100.326116247224
86,19.6974553,-101.1582232
87,19.7064228,-101.1522357
88,19.6960831,-101.1627113
89,19.0819509,-98.1951789
90,19.6658526,-101.1912904
91,19.664,-101.2228
92,19.7296057821268,-101.10447247016
93,21.0006632,-100.3836654
94,21.0006747,-100.3836426
95,21.0006762,-100.3836447
96,21.0006584,-100.383634
97,20.3284489,-101.9972362
98,19.9449081,-102.310721
99,19.7076825,-101.1504221
100,19.860899,-100.8224291
101,19.2951028,-101.8151531
102,19.3148918,-100.4336157
103,19.4240642,-102.1345036
104,20.6232094,-103.234992
105,19.4094654814782,-102.060611522728
106,19.7040551,-101.2232675
107,19.7034269,-101.1686849
108,19.8601701245558,-100.828011122849
109,19.5046587677867,-101.618791345467
110,21.0966486968063,-101.671119195209
111,19.3073183,-101.8939792
112,20.7046824,-102.3532944
113,19.7076445,-101.1486247
114,19.701764,-101.1427358
115,19.7077108,-101.2244294
116,19.9306,-102.257409
117,19.4172675,-102.1264451
118,19.7077553,-101.2064472
119,20.6583449,-103.2438062
120,19.6207408899999,-100.609359739999
121,20.378075,-102.0265436
122,19.6842102,-101.281891
123,21.1582855,-100.9379144
124,19.6691803855683,-100.637925548773
125,34.5602884,-118.0296756
126,19.4193510546794,-101.286598975952
127,42.0736401,-88.0548684
128,19.6722048,-100.7401829
129,19.7904682,-100.9631644
130,19.7061774622112,-101.210578851839
131,19.4827598612936,-101.241258848552
132,19.3427387,-101.9311248
133,19.3462815,-101.4788608
134,19.9693918,-101.169665
135,19.3074895,-101.8938059
136,19.3077471,-101.8936416
137,19.7075047802835,-101.203625074919
138,19.6900552532327,-101.160338490271
139,19.705681,-101.233572
140,19.6658614,-101.191275
141,19.7076292,-101.1900068
142,19.7159018,-101.1625172
143,19.6899416,-101.2604072
144,19.6960922851038,-101.162753223069
145,20.7043432,-103.3297132
146,19.8032319,-99.8976826
147,19.7076353,-101.1899583
148,20.7275713238956,-103.552236828626
149,19.6891503,-101.1464736
150,19.6760698,-101.2459335
151,17.9653779,-102.2090828
152,19.2809887,-101.878301
153,19.6960939653315,-101.162752391223
154,19.7073425,-101.2032619
155,19.6973888,-101.1581959
156,19.6977898899628,-101.158541608695
157,19.6960901018104,-101.162745469545
158,19.6975172004934,-101.15830479466
159,19.6837847,-101.1758066
160,19.6975436,-101.1582331
161,19.7004217,-101.2677404
162,19.4212638,-102.1277993
163,38.1786228331751,-83.4522856225974
164,19.7077382,-101.2169481
165,21.0678555,-101.5955463
166,19.310588,-101.8676093
167,19.8993938,-100.6897795
168,34.1302785,-117.2383081
169,19.8928144,-100.4446834
170,19.8927958,-100.4446933
171,19.2032410243914,-101.709771564176
172,19.0588488,-101.5589793
173,19.6760461,-101.2459395
174,19.9573872227439,-100.170069188215
175,19.3915309,-101.9234707
176,19.7631593571602,-101.195634869553
177,18.9514103,-101.8142755
178,19.6961391,-101.1627448
179,19.6960924216446,-101.162741971121
180,19.6974520393671,-101.158187243425
181,19.6989868,-101.1573118
182,19.7034309,-101.1743778
183,19.7042492,-101.1737583
184,19.6973869,-101.1581524
185,19.7304550181088,-101.207887675158
186,19.6667207,-101.1942853
187,19.7009106,-101.1523463
188,19.7113336577155,-101.188346228602
189,19.7185755,-101.1980037
190,20.7274758150845,-103.552273404881
191,19.7151377,-101.1465316
192,19.6946052690527,-101.16172703123
193,19.7028978565099,-101.117925860631
194,19.5177051666592,-101.600469534148
195,19.4113852,-102.0127748
196,19.7304594268056,-101.207887352399
197,19.7304634094936,-101.207887796787
198,19.7304650822045,-101.207884442472
199,19.6853137414144,-101.222220698442
200,19.7212547,-101.207216
201,19.7083006,-101.1604495
202,19.7025505,-101.1709945
203,19.7297385,-101.1730726
204,19.7232359,-101.1402
205,19.7016237,-101.2065304
206,19.6541244,-101.9198897
207,19.6906557,-101.2160126
208,19.6651747,-101.5260955
209,19.6688803,-101.1817704
210,19.6740147,-101.3140576
211,19.72129597,-101.14780957
212,19.6961004117101,-101.162738408639
213,19.69473,-101.1625045
214,19.6959933,-101.1625167
215,19.6960383,-101.1626117
216,19.7266987,-101.0939967
217,19.696021000000002,-101.162697
218,19.695992,-101.1625914
219,19.6962348,-101.1625873
220,19.695723,-101.162586
221,19.695892,-101.162399
222,19.696011,-101.1626433
223,19.6960813,-101.1627051
224,19.6961286,-101.1627525
225,19.6961012,-101.1627
226,19.6824253,-101.1919292
227,19.6836896,-101.1881582
228,19.6838537,-101.1903576
229,19.6836961,-101.1881052
230,19.695148,-101.162623
231,19.6974502426089,-101.158185531981
232,19.69609682893,-101.162718220281
233,19.6959531213569,-101.162730625459
234,19.7109457,-101.1814091
